role,source_split,relative_path,source_class,target_class,label,sha256
calibration,validation,circular_farmland/circular_farmland_410.jpg,circular_farmland,agricultural,0,4c39dd461761991a8d4d754b2b39f10f038cd4bad7c58a35e4be9940a59e2bb1
calibration,validation,circular_farmland/circular_farmland_306.jpg,circular_farmland,agricultural,0,882b88eb6fba91268ece4f1c6858ca532133c48a44702a923d8ab52c506fb2d5
calibration,validation,rectangular_farmland/rectangular_farmland_475.jpg,rectangular_farmland,agricultural,0,e5762a8368eedb36ee360924d832e67a89b6be2e9d733e08b3fd0356d0dafa22
calibration,validation,rectangular_farmland/rectangular_farmland_333.jpg,rectangular_farmland,agricultural,0,17717a9d04fe42a820cd5650313a734a592457123fc2e912e2ef0f00f931e69a
calibration,validation,rectangular_farmland/rectangular_farmland_213.jpg,rectangular_farmland,agricultural,0,021b00a47bc6360460ceb4f43147feb4fd810d12d0bb606196c0148193e93b9b
calibration,validation,rectangular_farmland/rectangular_farmland_253.jpg,rectangular_farmland,agricultural,0,1d7f0ce502119dca8f8186293ee478fa3985ac8dc06110dc62e31737f359a939
calibration,validation,rectangular_farmland/rectangular_farmland_066.jpg,rectangular_farmland,agricultural,0,c32ccc5fc03e3e649d7c2fe86aaad032a8b167148da7ce0dd90b0d329cffc13e
calibration,validation,rectangular_farmland/rectangular_farmland_615.jpg,rectangular_farmland,agricultural,0,ae79c2b10c77492f94a2c39b0ac7e5287b04e269e3362be6f7b16913b9d1b3ff
calibration,validation,rectangular_farmland/rectangular_farmland_028.jpg,rectangular_farmland,agricultural,0,e7d29685f7178cf0f56994bc9b30546a2468f3d060e1272d4bfb1a4bcd8a6555
calibration,validation,rectangular_farmland/rectangular_farmland_602.jpg,rectangular_farmland,agricultural,0,8f6d903f71b233f67bc61f2cf598b41063bd665fd793e8a21da53705ef93ac0f
calibration,validation,rectangular_farmland/rectangular_farmland_126.jpg,rectangular_farmland,agricultural,0,11232128d79c46ca1d7a94c13a3c39707b76bf067135b2ae07dcb29b3a832cca
calibration,validation,rectangular_farmland/rectangular_farmland_195.jpg,rectangular_farmland,agricultural,0,f988fea69b53639196d12351636babafa20bdd2dcee28127a9c3058313d013d6
calibration,validation,rectangular_farmland/rectangular_farmland_039.jpg,rectangular_farmland,agricultural,0,485cffdd533ba1ad9ecd318340cfdb9a4f4ca5d234326cae77a16a1d6620198a
calibration,validation,rectangular_farmland/rectangular_farmland_136.jpg,rectangular_farmland,agricultural,0,ebce0915913913275eb048e5e262f161580d1e4ef72cb6e4bd18fd6176dfc13c
calibration,validation,rectangular_farmland/rectangular_farmland_675.jpg,rectangular_farmland,agricultural,0,4b0b61e2d470752f89316c752552adcc4012828a95534ef4df4d4c92540ee5a8
calibration,validation,rectangular_farmland/rectangular_farmland_426.jpg,rectangular_farmland,agricultural,0,0ea78e3a8106ac1b61e8fea6304f83771b1b6e4dd975b84ee4ed0392ff29a479
calibration,validation,rectangular_farmland/rectangular_farmland_189.jpg,rectangular_farmland,agricultural,0,3a95f0725014290552c8beb2efdc298ed4fb902fd7a26fa0f0a0cb3dbd0b26c4
calibration,validation,rectangular_farmland/rectangular_farmland_101.jpg,rectangular_farmland,agricultural,0,68eef2dd5f53b0022f9f1c386539859bdcf331718535ebe968e45e06bc42dd43
calibration,validation,rectangular_farmland/rectangular_farmland_569.jpg,rectangular_farmland,agricultural,0,7bd2162aa24e99744f8e663e6f159439f6c5748915c56b345b9937833ebe5794
calibration,validation,rectangular_farmland/rectangular_farmland_548.jpg,rectangular_farmland,agricultural,0,996f929ab474e16bf00a6b355ec810854e6d13497874a5a647fe820f9beb2bc6
calibration,validation,rectangular_farmland/rectangular_farmland_619.jpg,rectangular_farmland,agricultural,0,c9f5d0cc18d3ad2dddfb456c9c0d152d3522b20e089b1a57243d4df349447142
calibration,validation,rectangular_farmland/rectangular_farmland_563.jpg,rectangular_farmland,agricultural,0,daa07dc1ec48737d99424f57bfd10f02a1a22aaf3acfd48eb876616376aec052
calibration,validation,rectangular_farmland/rectangular_farmland_400.jpg,rectangular_farmland,agricultural,0,998c3a3a4cc0bb4dcab8f30c4b1d17927b61c4931bf4b9d60581c253f0dab567
calibration,validation,rectangular_farmland/rectangular_farmland_505.jpg,rectangular_farmland,agricultural,0,674e576ba816ab03141609cc3be42ccc473983e1e7cb84d2079335f020879a33
calibration,validation,rectangular_farmland/rectangular_farmland_591.jpg,rectangular_farmland,agricultural,0,14da0458c92b73c9e7dce0afa6d8029d7eff732b5d9b59aaae85b69949a6e9a4
calibration,validation,rectangular_farmland/rectangular_farmland_413.jpg,rectangular_farmland,agricultural,0,b6bea7b8062d03eb8110d3fcf75509bc9fc011208318a6ff0d0ad70a8d764f0f
calibration,validation,rectangular_farmland/rectangular_farmland_434.jpg,rectangular_farmland,agricultural,0,a367fe2c5eb925e4c4350fb4262fc357ba1677955205dea41ab153db61996378
calibration,validation,rectangular_farmland/rectangular_farmland_355.jpg,rectangular_farmland,agricultural,0,9f02aec8e9cfee7ad0e093323ed9501907453d21f3ba52e90e25c329bf4467f4
calibration,validation,rectangular_farmland/rectangular_farmland_315.jpg,rectangular_farmland,agricultural,0,d6da58f9d90012bcdf7a599e64f5b709a3568c7988801be0fb97831e1b96e382
calibration,validation,rectangular_farmland/rectangular_farmland_405.jpg,rectangular_farmland,agricultural,0,6f4b774f4d0af253e2cec565c1d8d677782d759fbcbd0e3fe0d8ec550271781c
calibration,validation,rectangular_farmland/rectangular_farmland_512.jpg,rectangular_farmland,agricultural,0,4117c261d4278a8daf78dccb4dd66a84175c7fa21506aecd670082809ae009d8
calibration,validation,rectangular_farmland/rectangular_farmland_464.jpg,rectangular_farmland,agricultural,0,068a27b5ee49eb348b67d1ba51f8243bc2bdb806573b9960c37b8b7c9705ebbf
calibration,validation,rectangular_farmland/rectangular_farmland_390.jpg,rectangular_farmland,agricultural,0,b204f42a2ee938a93c494c9659cce875bf5f3ab054fa6e46a56181ba496759b7
calibration,validation,rectangular_farmland/rectangular_farmland_656.jpg,rectangular_farmland,agricultural,0,a93efc1e1cdcc768dca005236586c43d7de531e4d01e321c1c6c64bdb9dd7d02
calibration,validation,rectangular_farmland/rectangular_farmland_276.jpg,rectangular_farmland,agricultural,0,922698ce0ae2577b1e43359b75aadd4c93034a6b6ce3a2d33aac3afec705487d
calibration,validation,rectangular_farmland/rectangular_farmland_049.jpg,rectangular_farmland,agricultural,0,6396409e9a3eedc24aa0fe61e86b8037db84b3fb4aca246bfaa11e00b6ffee00
calibration,validation,rectangular_farmland/rectangular_farmland_448.jpg,rectangular_farmland,agricultural,0,bb87f92ab930464b03696ac983fcab1095959a6fa7095116c77bbb2458b34c5a
calibration,validation,rectangular_farmland/rectangular_farmland_546.jpg,rectangular_farmland,agricultural,0,db369046a1329ccb3a76be7832ab5e8d56dd3c3d32cf34440147a2c514b32663
calibration,validation,rectangular_farmland/rectangular_farmland_154.jpg,rectangular_farmland,agricultural,0,eb7de3372fa90a5456d6faca5c9831d8f0da8a46ec14a3bd63d90a381c9138c7
calibration,validation,rectangular_farmland/rectangular_farmland_696.jpg,rectangular_farmland,agricultural,0,3928f445a63cd57e8b0538d2f4d73f9c5dd4d052c06837137bd73589219bb1ab
calibration,validation,rectangular_farmland/rectangular_farmland_353.jpg,rectangular_farmland,agricultural,0,45c04b1b305d3cc3aadfce4ffa1194b1438988137a886c89013498046cea852c
calibration,validation,rectangular_farmland/rectangular_farmland_282.jpg,rectangular_farmland,agricultural,0,5f8e97898879ed160247d97aac5fd0543e47a7c7795d8ff737dc011de541dd7d
calibration,validation,rectangular_farmland/rectangular_farmland_127.jpg,rectangular_farmland,agricultural,0,b70c0544aa17f2eb15d6ac3af0d9cd76bf56642a799cbb01e1f4620a4fe2090e
calibration,validation,rectangular_farmland/rectangular_farmland_188.jpg,rectangular_farmland,agricultural,0,72ac2a390e56e7beb3d6c966d263e62eebf215d862238bebdd9039ab2235988b
calibration,validation,rectangular_farmland/rectangular_farmland_053.jpg,rectangular_farmland,agricultural,0,1b24c25d2f17b62cbb105671836160f99093cc2d973e4703602dc1dbcb53d4b3
calibration,validation,rectangular_farmland/rectangular_farmland_628.jpg,rectangular_farmland,agricultural,0,1b4982a0e41f01724908948b71f2db16ada20ce882c38b8b3b4c6c97e0ec412c
calibration,validation,rectangular_farmland/rectangular_farmland_433.jpg,rectangular_farmland,agricultural,0,505983f238e615261a326d5aa488bd7ad55ddfa83a040b422d63860e6a5dcf09
calibration,validation,rectangular_farmland/rectangular_farmland_673.jpg,rectangular_farmland,agricultural,0,dff9a2336f863a7b78617459d38dbfa7ad6b3e7ab96cdfb84012eada1d2aa79c
calibration,validation,rectangular_farmland/rectangular_farmland_179.jpg,rectangular_farmland,agricultural,0,c2faa3703aded457945b85ba15b1eef07ff4bf38bf67c1321c82425462948f0b
calibration,validation,rectangular_farmland/rectangular_farmland_247.jpg,rectangular_farmland,agricultural,0,b9ff991be158bbfad49b9c6c73eb1011ff408be74d9314ffa812516b6fc1c5e1
calibration,validation,rectangular_farmland/rectangular_farmland_446.jpg,rectangular_farmland,agricultural,0,2455a9f732929b669804845f55c2d7ac2cd3aed92d6a3711f3ad556dbd66d895
calibration,validation,rectangular_farmland/rectangular_farmland_017.jpg,rectangular_farmland,agricultural,0,3e27c8b1091d5cfe82deb400665f4005e3b1e7d205127dc2f51ac4dad0b7a0ef
calibration,validation,airplane/airplane_639.jpg,airplane,airplane,1,0ce8ca5f1b267c3e5351bacc6787ef56c38ea00d10f0e84b5e994766afeaf1ae
calibration,validation,airplane/airplane_263.jpg,airplane,airplane,1,7c98f336f1ebe9bbb4e2a235269d8c2a8b72f17cd21803df3eeff67e75001a57
calibration,validation,airplane/airplane_562.jpg,airplane,airplane,1,7fc11c5cb978987519edc44565d789a58e7c71b299c23b5566e9d8a487c3da4f
calibration,validation,airplane/airplane_228.jpg,airplane,airplane,1,9ff81088410878bdb6ed5982926ee224db8a03e99e0a58727381d044f4b63a94
calibration,validation,airplane/airplane_424.jpg,airplane,airplane,1,6611d4298e8bf28c774a81cb6bfc3d9fab7288e7a2c3d21220e1db59e50dd604
calibration,validation,airplane/airplane_177.jpg,airplane,airplane,1,11626d4c4ce6eef1a98d7002a9c131cfc410e8dbd25b36657afd2bbecc511ea6
calibration,validation,airplane/airplane_014.jpg,airplane,airplane,1,82ad60233726c9f668de531f70c6b0612c65d6a6f3d70b4e3b640c528564c10f
calibration,validation,airplane/airplane_073.jpg,airplane,airplane,1,7a4004b4d506a1659fc2a9ca9d06747722078e3cbd773213a4a5e425d4f9dad0
calibration,validation,airplane/airplane_293.jpg,airplane,airplane,1,a49fafca50c2296c82f564a32468c7daa1a2cb7a5fdea734e2d090c02ebab477
calibration,validation,airplane/airplane_517.jpg,airplane,airplane,1,3e8b2c6166bfaca88abe881b6924b279aa8782fee52342fb70ddae007b1073ba
calibration,validation,airplane/airplane_056.jpg,airplane,airplane,1,d02626b860eda6948fb5e16ae2e910c5b82c37af8914ba6a5642909def9b6ea7
calibration,validation,airplane/airplane_489.jpg,airplane,airplane,1,723d24818f048ec93b6f9658dda2aed5fc1171602843dbc414eb9ef21ef08ffa
calibration,validation,airplane/airplane_165.jpg,airplane,airplane,1,3ac4794328ffa8a7f7a7ddaf4206ce201d157c10aff84bb1c9dbaf8002cda05b
calibration,validation,airplane/airplane_038.jpg,airplane,airplane,1,f7ffa7f8e57e7f37b5375cd457d662d9a5ad61c7b0d6a21d44116838c8f543f0
calibration,validation,airplane/airplane_402.jpg,airplane,airplane,1,da8fb939b50c49a97c2833669b13ca3a1c825731982584613e4036f25a2fcb51
calibration,validation,airplane/airplane_155.jpg,airplane,airplane,1,e43bef86a1abc14996ff19537cb4d9eff401b6085c8f39170ee9d149b96bb8a4
calibration,validation,airplane/airplane_074.jpg,airplane,airplane,1,4500c1da98db4f9b4c2764227e76edd8de6f0afaff95835e41310d8e8cb4734a
calibration,validation,airplane/airplane_126.jpg,airplane,airplane,1,6d34b13bf5baf6aa5246f5a29fb1dd732d599f2af2196908566ea170603a162a
calibration,validation,airplane/airplane_179.jpg,airplane,airplane,1,5e829473efd34f6089ed0f50a6a5c8a4b4d150c5b53d5760fe6c21fdf56c87ad
calibration,validation,airplane/airplane_252.jpg,airplane,airplane,1,b83124ddd8d0656edb55d079e1e286cb9ded2d71b138fc0053d57fc0e37854dc
calibration,validation,airplane/airplane_336.jpg,airplane,airplane,1,43d749480ffc789622f2e7a0471443b7309863eec7cf4e4512d55832a1719ded
calibration,validation,airplane/airplane_418.jpg,airplane,airplane,1,ea90480b2dd3cad7cb295cd3e546da42ab561acf3a699ce87a89d1a3a6eb843d
calibration,validation,airplane/airplane_592.jpg,airplane,airplane,1,a1bd2963fa51775fbc7978d89c1f69d84eab1b53c55f192b8716720e42ff9fab
calibration,validation,airplane/airplane_311.jpg,airplane,airplane,1,73801e6b24434f9089215af62b39640b2d657b0fc57547e0bcdbe892bec568a1
calibration,validation,airplane/airplane_546.jpg,airplane,airplane,1,14fa02dbec0dcd2ad20f0f639dd83a42ec0f0937fdfe94ddea8c521f7a1d61d7
calibration,validation,airplane/airplane_563.jpg,airplane,airplane,1,9ff22450dcc20840008931041b77656cfaa472d5d560a9c57700f81fa7afa8b8
calibration,validation,airplane/airplane_614.jpg,airplane,airplane,1,173cc0b5b9895285a118c2bc1ac9dba578a4d1e4c51189d8621e28a62e09997c
calibration,validation,airplane/airplane_691.jpg,airplane,airplane,1,2b2062a425c98fb9667c12496c399852aefb7b0d09b9f15a720bf6bcabcdc3e4
calibration,validation,airplane/airplane_430.jpg,airplane,airplane,1,9927e07cd213e4c665fe1dadfd1c1d94b115f9206340ef97a257462eb4cd97d9
calibration,validation,airplane/airplane_470.jpg,airplane,airplane,1,d4ab567a620327d65df5c0d0405962c7824bb7f66cfd4a6315fbb03b28f18060
calibration,validation,airplane/airplane_240.jpg,airplane,airplane,1,76c6ed618f88e4cd5dc842e5f5dafdbd371ec8b4ec80d026851ed4274a6083b4
calibration,validation,airplane/airplane_125.jpg,airplane,airplane,1,910b9709ec3c6fb4064b63e7a8a608017a92c2b8f3279660d5160494d7236376
calibration,validation,airplane/airplane_158.jpg,airplane,airplane,1,5cdb3d44d4b4a4322fe35e1e6442e29d4ff0d1b6e0176b9398e1657bcfd5862a
calibration,validation,airplane/airplane_373.jpg,airplane,airplane,1,3aefd65ac237b4068972a26c2bf088e5aa9a5f9bd8a6e56d810f8367d9a3a768
calibration,validation,airplane/airplane_434.jpg,airplane,airplane,1,5dd929755ea2cb2a93198eb0b1ac1d87735a7d7a45110d4515564376fa1c1f7d
calibration,validation,airplane/airplane_551.jpg,airplane,airplane,1,31ce9409715a1e43528ae4cc8e7c24caaeb09e2f96619380d9e8993b5685bb9b
calibration,validation,airplane/airplane_283.jpg,airplane,airplane,1,62406029e71e6726e3935f6f376067f7322d1e6649926cf1d7f7467c1127f104
calibration,validation,airplane/airplane_128.jpg,airplane,airplane,1,d9dac7b579337f501f5f7ff1a153b033cf46b691f4031ffa73d45e0322757503
calibration,validation,airplane/airplane_284.jpg,airplane,airplane,1,5552269324f86e33b90b0f59d096744a5e46dc4a66808fb89a9d82e0cf6a74d6
calibration,validation,airplane/airplane_173.jpg,airplane,airplane,1,5bd24bcc30593616a8c9adc57b811d15482180bc57b947bdfe935aba4a5156f6
calibration,validation,airplane/airplane_113.jpg,airplane,airplane,1,b6a6a2c47bcd331b560188eee5431f1196d67823333791a2099dc3a1289d48d8
calibration,validation,airplane/airplane_374.jpg,airplane,airplane,1,71dfba9c10be750d4a64fad62fe4259d59e6143806ba34aa0f32600331214497
calibration,validation,airplane/airplane_143.jpg,airplane,airplane,1,facdbeca96e1d1318110589a376d7d28ef8388ed09abc18c928854838ce08a09
calibration,validation,airplane/airplane_391.jpg,airplane,airplane,1,c664e7a92cee55cbb0a7036f29a33e7972370cc6e1aaa8a655448b6b5e26edb4
calibration,validation,airplane/airplane_420.jpg,airplane,airplane,1,881a49638bf4b0602d4eaff2f2dbb4cb251dde39062e6f2952a2d6d40f151587
calibration,validation,airplane/airplane_355.jpg,airplane,airplane,1,b6ffc9eefed66f363a785d52fa6b54eb70c29305b5c92ee2b97da86ba3b1434c
calibration,validation,airplane/airplane_367.jpg,airplane,airplane,1,77a418ab025230d8e46774ecdc882875159f97ac01ca3b7847822285ca3577c2
calibration,validation,airplane/airplane_389.jpg,airplane,airplane,1,2c0599d0dc44f5c7f24d6b2f5cc83652b5de7e57a122a54be3a987de7e00dd12
calibration,validation,airplane/airplane_050.jpg,airplane,airplane,1,f890d137617700d71320fff3ee4a2aa435a9202ba2a634e73cdb89ece3bdd91e
calibration,validation,airplane/airplane_285.jpg,airplane,airplane,1,11ddf6b34c08fbd7c96197ca9183fe2c5cdcf98fd0af388918f1ffeabb116801
calibration,validation,airplane/airplane_036.jpg,airplane,airplane,1,2ec6cc38c8ae97e0f26ea76c3b1fbee7e53d9eceaec9e1efea9d2f52194d790f
calibration,validation,airplane/airplane_403.jpg,airplane,airplane,1,2a2adb23f0cc0815ce89dd2495218b58f0e0a15970cb9f7869693350b1c4dff8
calibration,validation,airplane/airplane_053.jpg,airplane,airplane,1,bffdc09c88967ca421f444363a1af13addc1e26b2b5b594cdc6f5ae2489671aa
calibration,validation,airplane/airplane_410.jpg,airplane,airplane,1,bc43d54b41a22abc8a9b926160d0827394ee40274174400d0911c25509a4fd3c
calibration,validation,airplane/airplane_342.jpg,airplane,airplane,1,907376b1858ba1f0c7c1f9fced5f71e8c4766e50c5353344b570a93f15547543
calibration,validation,airplane/airplane_632.jpg,airplane,airplane,1,3ea9f02e3e8561973aa4b6f402a5d165577aad717feec4f6d368361593799bbe
calibration,validation,airplane/airplane_548.jpg,airplane,airplane,1,2a5bade34074b3af83e286470b21ba8abe0a3475783a7f5c2ba8b9d4f1010720
calibration,validation,airplane/airplane_150.jpg,airplane,airplane,1,0c567222ec9de9566880c5bea1d72994bc30cbe63ecbdca03b8185b774f398b6
calibration,validation,airplane/airplane_511.jpg,airplane,airplane,1,bbefcec231eaa23def8696fadae1afd03f1d91815801d2a936d4996f5baed172
calibration,validation,airplane/airplane_006.jpg,airplane,airplane,1,8c07a11ee908146019361cc72244922d802ab2d16c8988bdf17e677408820010
calibration,validation,airplane/airplane_222.jpg,airplane,airplane,1,7bee9fd25c967a8b2cb49cd471c7ec69520a5fb657c94f10ed897293c5bee93c
calibration,validation,airplane/airplane_325.jpg,airplane,airplane,1,1b5ef9d23421e27a0096fa3e8b1e9da9fe3baa558144db1bf8de9937bb3f331d
calibration,validation,airplane/airplane_431.jpg,airplane,airplane,1,bb15887a150639d54a17277d8ac573e9a5019bd91b47d1a359aed8903ea8d1af
calibration,validation,airplane/airplane_487.jpg,airplane,airplane,1,b6e15d730a95dee642c2f0d13b56ebb86e3f3d5124d15780deba521cad4eed15
calibration,validation,airplane/airplane_330.jpg,airplane,airplane,1,62604ea0d2c9d70282e9b3f1eea9d40a5daebab100937e0aff24ce4b5a9b73cc
calibration,validation,airplane/airplane_333.jpg,airplane,airplane,1,5f9ec9f895790d6ccb6313e7abb79a9dc53482c965e14d0d63b7e17c43a271f8
calibration,validation,airplane/airplane_298.jpg,airplane,airplane,1,9822fe976b91ce5d0c339b656a1dd3f215cc5ba4e8f1e81074bc28541a54e4df
calibration,validation,airplane/airplane_587.jpg,airplane,airplane,1,8e5ecf57e4cf62f18e5881cd88ba6e457e395b1dd12339c57b7bbfe8f4da3d9d
calibration,validation,airplane/airplane_095.jpg,airplane,airplane,1,7ca5a1afba5cf2a985fb427c4bfe8a4ac7715bd9e03eb17a7290d1f4f4ff3635
